genre,score,writer,star,budget,gross,company,runtime
Horror,5.9,Paul Caimi,Lilyan Chauvin,1065000,2491460,TriStar Pictures,79
Action,6.7,Vincent Patrick,Eric Roberts,8000000,6836201,United Artists,121
Comedy,3.9,Phil Alden Robinson,Sylvester Stallone,28000000,21435321,Twentieth Century Fox,111
Drama,5.9,Nancy Dowd,Goldie Hawn,15000000,6650206,Warner Bros.,100
Drama,6.5,Steven Hager,Rae Dawn Chong,9500000,16595791,Orion Pictures,105
Drama,6.6,W. Somerset Maugham,Bill Murray,13000000,6551987,Columbia Pictures,128
Comedy,6.5,Paul Mazursky,Robin Williams,13000000,25068724,Bavaria Film,115
Action,6.0,R. Lance Hill,Charles Bronson,4600000,13102025,Capricorn,90
Drama,6.2,Ron Koslow,Teri Garr,8000000,6250994,Paramount Pictures,103
Comedy,6.1,W.R. McKinney,Nick Nolte,9000000,27774237,United Artists,107
Drama,6.3,Robert Dillon,Mel Gibson,18000000,11489982,Universal Pictures,124
Crime,7.2,Charles Fuller,Howard E. Rollins Jr.,6000000,21821347,Columbia Pictures,101
Comedy,5.8,Nancy Meyers,Ryan O'Neal,6000000,12414210,Hemdale,113
Action,5.5,Blake Edwards,Clint Eastwood,25000000,38348988,Warner Bros.,93
Action,6.4,George LaFountaine,Kris Kristofferson,10000000,3854833,HBO Pictures,93
Comedy,6.4,Philip John Taylor,Tab Hunter,3000000,727639,Fox Run Productions Inc.,84
Crime,5.8,Douglas Day Stewart,Steven Bauer,9000000,10435015,Don Simpson/Jerry Bruckheimer Films,100
Comedy,6.8,John Sayles,Joe Morton,350000,3677209,Anarchist's Convention Films,108
Comedy,7.4,Woody Allen,Woody Allen,8000000,10600497,Orion Pictures,84
Comedy,3.8,Robert Grossbach,Dudley Moore,18000000,19265302,Cinema Group Ventures,94
Comedy,6.0,Jonathan Reynolds,Dudley Moore,15100000,26080861,BBE,118
Comedy,5.5,Buck Henry,Goldie Hawn,12000000,26186631,Hawn / Sylbert Movie Company,96
Comedy,6.8,Alan Rudolph,Geneviève Bujold,700000,2490233,Tartan Productions,106
Comedy,6.0,Preston Sturges,Dudley Moore,12000000,19928200,Twentieth Century Fox,96
Horror,5.9,Nicholas Kazan,Tim Matheson,10000000,2773433,ABC Motion Pictures,91
Drama,6.1,Ron Nyswaner,Diane Keaton,11000000,4385312,Edgar J. Scherick Associates,110
Drama,5.2,Paul McCartney,Paul McCartney,9000000,1393501,MPL Communications,108
Comedy,5.4,Charles Dennis,Michael O'Keefe,7000000,1467396,CBS Theatrical Films,96
Adventure,5.2,Jeffrey Alan Fiskin,Donald Sutherland,12000000,129268,Universal Pictures,91
Drama,5.8,James Bridges,Debra Winger,6300000,1059966,Skyewiay,109
Comedy,5.1,Adam Brooks,Brooke Adams,1000000,95000,Almost You,96
Comedy,6.6,John Hughes,Anthony Michael Hall,7500000,38934048,Universal Pictures,94
Adventure,7.8,Chris Columbus,Sean Astin,19000000,63980721,Warner Bros.,114
Adventure,8.5,Robert Zemeckis,Michael J. Fox,19000000,381906762,Universal Pictures,116
Action,7.3,Gerald Petievich,William Petersen,6000000,17307019,SLM Production Group,116
Comedy,7.3,John Landis,Eileen Brennan,15000000,14643997,Paramount Pictures,94
Comedy,7.8,John Hughes,Emilio Estevez,1000000,51525171,Universal Pictures,97
Comedy,6.7,Tom Benedek,Don Ameche,17500000,85313124,Twentieth Century Fox,117
Action,6.5,David Morrell,Sylvester Stallone,44000000,300400432,Estudios Churubusco Azteca S.A.,96
Biography,7.2,Anna Hamilton Phelan,Cher,8000000,48230162,Universal Pictures,120
Adventure,6.4,William Hjortsberg,Tom Cruise,24500000,15502112,Legend Production Company,94
Comedy,7.3,Rudy Ricci,Clu Gulager,4000000,14237880,Cinema '84,91
Drama,6.4,Joel Schumacher,Demi Moore,10000000,37803872,Columbia Pictures,110
Drama,7.9,Terry Gilliam,Jonathan Pryce,15000000,9949953,Embassy International Pictures,132
Drama,7.3,Michael Butler,Clint Eastwood,6900000,41410568,The Malpaso Company,115
Comedy,7.0,Neal Israel,Val Kilmer,8000000,12952019,Delphi III Productions,108
Action,6.7,Jeph Loeb,Arnold Schwarzenegger,10000000,57491000,SLM Production Group,90
Crime,7.4,William Kelley,Harrison Ford,12000000,68706993,Paramount Pictures,112
Drama,7.8,Menno Meyjes,Danny Glover,15000000,98467863,Amblin Entertainment,154
Action,7.2,Lawrence Kasdan,Kevin Kline,26000000,32192570,Columbia Pictures,133
Drama,6.9,Sylvester Stallone,Sylvester Stallone,30000000,300473716,United Artists,91
Action,8.2,Akira Kurosawa,Tatsuya Nakadai,11500000,4164283,Greenwich Film Productions,162
Adventure,7.0,Edward Khmara,Matthew Broderick,20000000,18432000,Twentieth Century Fox,121
Drama,7.3,E.M. Forster,Maggie Smith,3000000,21041453,Goldcrest Films International,117
Action,5.1,Robert E. Howard,Arnold Schwarzenegger,17900000,6951415,Dino De Laurentiis Company,89
Fantasy,7.1,Tom Holland,Chris Sarandon,9000000,24922237,Columbia Pictures,106
Adventure,6.5,Eric Luke,Ethan Hawke,25000000,9873044,Paramount Pictures,109
Action,6.3,Terry Hayes,Mel Gibson,10000000,36230219,Kennedy Miller Productions,107
Comedy,7.7,Joseph Minion,Griffin Dunne,4500000,10609321,The Geffen Company,97
Action,6.3,Richard Maibaum,Roger Moore,30000000,50327960,Eon Productions,131
Comedy,6.9,Gregory McDonald,Chevy Chase,8000000,59612888,Universal Pictures,98
Drama,4.5,Aaron Latham,John Travolta,19000000,12918858,Columbia Pictures,115
Horror,5.5,David Chaskin,Robert Englund,3000000,29999213,New Line Cinema,87
Action,6.2,Colin Wilson,Steve Railsback,25000000,11603545,Golan-Globus Productions,101
Adventure,7.0,Phil Hartman,Paul Reubens,6000000,40940662,Warner Bros.,91
Biography,7.2,Karen Blixen,Meryl Streep,31000000,227514205,Mirage Enterprises,161
Horror,7.1,George A. Romero,Lori Cardille,3500000,5000000,United Film Distribution Company (UFDC),101
Adventure,6.2,John Hughes,Chevy Chase,17000000,49364621,National Lampoon,95
Adventure,6.4,Dan Aykroyd,Chevy Chase,22000000,60088980,Warner Bros.,102
Comedy,6.2,Fred Dekker,William Katt,3000000,19444631,New World Pictures,93
Comedy,5.8,Neal Israel,Steve Guttenberg,7600000,55600000,Warner Bros.,87
Animation,6.4,Lloyd Alexander,Grant Bardsley,44000000,21288692,Walt Disney Pictures,80
Horror,4.8,Martin Kitrosser,Melanie Kinnaman,2200000,21930418,Georgetown Productions Inc.,92
Action,7.2,Djordje Milicevic,Jon Voight,9000000,7683620,Golan-Globus Productions,111
Comedy,7.2,H.P. Lovecraft,Jeffrey Combs,900000,2023414,Empire Pictures,104
Comedy,6.5,George Barr McCutcheon,Richard Pryor,20000000,45833132,Universal Pictures,102
Action,6.9,Louis Venosta,Taimak,10000000,25754284,Delphi III Productions,109
Comedy,6.0,Leora Barish,Rosanna Arquette,4500000,27398584,Orion Pictures,104
Drama,6.5,Joe Eszterhas,Jeff Bridges,15000000,40491165,Columbia Pictures,108
Action,6.9,Barry Longyear,Dennis Quaid,40000000,12303411,Twentieth Century Fox,108
Action,6.1,Mark Rosenthal,Michael Douglas,25000000,96773200,SLM Production Group,106
Comedy,5.5,Dimitri Villard,Lauren Hutton,3200000,10000000,Night Life Inc.,94
Action,6.5,Ron Koslow,Jeff Goldblum,8000000,7562164,Universal Pictures,115
Comedy,7.0,Steve Bloom,John Cusack,4500000,18135531,Embassy Pictures,95
Drama,6.7,James Goldman,Mikhail Baryshnikov,20000000,42160849,Columbia Pictures,136
Horror,6.4,Stephen King,Gary Busey,7000000,12361866,Dino De Laurentiis Company,95
Adventure,6.8,Arthur Conan Doyle,Nicholas Rowe,18000000,19739575,Amblin Entertainment,109
Drama,6.5,Joyce Carol Oates,Treat Williams,2400000,16785,American Playhouse,92
Comedy,4.8,Bob Clark,Dan Monahan,9000000,20518905,Melvin Simon Productions,92
Action,6.9,Robert Daley,Mickey Rourke,24000000,18707466,Dino De Laurentiis Company,134
Drama,6.8,Craig Harrison,Bruno Lawrence,1000000,2123135,Cinepro,91
Biography,8.0,Paul Schrader,Ken Ogata,5000000,569996,Zoetrope Studios,120
Drama,6.2,Arnold Schulman,Michael Douglas,27000000,14202899,Embassy Pictures,113
Comedy,6.3,Stephen King,Drew Barrymore,7000000,13086298,Dino De Laurentiis Company,94
Comedy,7.0,Max Schott,Sally Field,13000000,30867525,Columbia Pictures,107
Comedy,6.7,Kevin Reynolds,Kevin Costner,7000000,91666,Warner Bros.,91
Action,5.9,Don Jakoby,Charles Bronson,9000000,16116878,The Cannon Group,92
Action,5.2,H. Rider Haggard,Richard Chamberlain,12500000,15057465,The Cannon Group,100
Action,5.5,Paul De Mielche,Michael Dudikoff,1000000,10499694,The Cannon Group,95
Biography,6.8,Robert Lindsey,Timothy Hutton,12000000,17130087,Hemdale,131
Comedy,5.0,Rudy De Luca,Jeff Goldblum,3000000,7196872,Balcor Film Investors,93
Drama,7.0,Jane Rule,Helen Shaver,1250000,2492088,Desert Hearts Productions,91
Comedy,7.7,Woody Allen,Mia Farrow,15000000,10631333,Jack Rollins & Charles H. Joffe Productions,82
Comedy,5.7,Francis Veber,Tom Hanks,16000000,8645411,Twentieth Century Fox,92
Action,5.5,James Bruner,Chuck Norris,10000000,17536256,Cannon Films,107
Adventure,5.3,Robert Dillon,Al Pacino,28000000,358574,Goldcrest Films International,126
Action,6.1,Michael Butler,Chuck Norris,7000000,20345361,Orion Pictures,101
Comedy,5.7,Ethan Coen,Louise Lasser,3000000,5101,Columbia Pictures,83
Adventure,6.3,David Newman,Dudley Moore,50000000,23717291,GGG,107
Drama,6.6,John Pielmeier,Jane Fonda,10000000,25627836,Columbia Pictures,98
Action,5.7,Elmore Leonard,Burt Reynolds,22000000,8489518,Universal Pictures,109
Fantasy,5.3,Lloyd Fonvielle,Sting,13000000,3558669,Colgems Productions Ltd.,118
Action,6.2,Reuben Bercovitch,Raymond Burr,2000000,4116395,Toho Company,87
Drama,6.0,David Hare,Meryl Streep,10000000,6148000,Pressman Productions,121
Adventure,5.3,Andrew Birkin,Richard Gere,22000000,5111099,Barclays Mercantile Industrial Finance,114
Action,5.3,Steve Bing,Chuck Norris,2410000,10755447,The Cannon Group,100
Action,5.7,James Glickenhaus,Jackie Chan,5000000,981817,Eurasia Investments,91
Crime,6.1,John Katzenbach,Kurt Russell,7000000,4349446,David Foster Productions,103
Comedy,6.5,Ralph Farquhar,Sheila E.,3000000,11052713,Crystalite Productions,97
Animation,7.3,Larry DiTillio,John Erwin,2000000,7660857,Filmation Associates,100
Animation,6.5,Jeffrey Scott,Joe Colligan,15000000,3360800,Young Sung Production Co.,100
Animation,5.7,Peter Sauder,Georgia Engel,2000000,22934622,Nelvana,77
Drama,6.5,Colin Welland,Gene Hackman,8000000,8402424,Bud Yorkin Productions,111
Comedy,5.4,Tod Carroll,Daniel Jenkins,7000000,29815,Metro-Goldwyn-Mayer (MGM),109
Drama,4.1,Richard Brooks,Ryan O'Neal,7000000,618847,Metro-Goldwyn-Mayer (MGM),96
Drama,4.1,Adam Friedman,Mario Van Peebles,2000000,2864844,Cannon Pictures,92
Action,6.9,Jim Cash,Tom Cruise,15000000,357288178,Paramount Pictures,110
Action,8.3,James Cameron,Sigourney Weaver,18500000,131060248,Twentieth Century Fox,137
Adventure,8.1,Stephen King,Wil Wheaton,8000000,52287414,Columbia Pictures,89
Comedy,7.8,John Hughes,Matthew Broderick,6000000,70720215,Paramount Pictures,103
Action,6.6,Paul Hogan,Paul Hogan,8800000,328203506,Rimfire Films,97
Adventure,7.4,Dennis Lee,David Bowie,25000000,13915874,Henson Associates (HA),101
Action,7.1,Gregory Widen,Christopher Lambert,16000000,5900712,Thorn EMI Screen Entertainment,116
Action,7.3,Gary Goldman,Kurt Russell,25000000,11100577,Twentieth Century Fox,99
Comedy,6.8,John Hughes,Molly Ringwald,9000000,40479480,Paramount Pictures,97
Drama,8.1,Oliver Stone,Charlie Sheen,6000000,138545632,Hemdale,120
Drama,7.7,David Lynch,Isabella Rossellini,6000000,8618766,De Laurentiis Entertainment Group (DEG),120
Crime,7.2,Thomas Harris,William Petersen,15000000,8621783,De Laurentiis Entertainment Group (DEG),120
Action,4.7,Steve Gerber,Lea Thompson,37000000,37962774,Universal Pictures,110
Drama,7.6,George Langelaan,Jeff Goldblum,15000000,60629159,SLM Production Group,96
Comedy,7.0,Howard Ashman,Rick Moranis,25000000,38983045,The Geffen Company,94
Adventure,6.6,Paul Theroux,Harrison Ford,25000000,14302779,The Saul Zaentz Company,117
Crime,7.0,Neal Jimenez,Crispin Glover,1900000,4600000,Hemdale,99
Drama,6.0,Elizabeth McNeill,Mickey Rourke,17000000,6735922,Producers Sales Organization (PSO),117
Action,6.0,Dennis Feldman,Eddie Murphy,25000000,79817937,Paramount Pictures,94
Action,7.3,Gene Roddenberry,William Shatner,25000000,109713132,Paramount Pictures,119
Comedy,6.7,S.S. Wilson,Ally Sheedy,15000000,40697761,TriStar Pictures,98
Action,5.6,James Bruner,Chuck Norris,12000000,17768900,Golan-Globus Productions,125
Action,6.0,Mike Marvin,Charlie Sheen,2700000,3500000,New Century Entertainment Corporation,93
Drama,7.0,Walter Tevis,Paul Newman,13800000,52293982,Touchstone Pictures,119
Drama,7.5,Angelo Pizzo,Gene Hackman,6000000,28607524,Cinema '84,114
Drama,6.9,James Carabatsos,Clint Eastwood,15000000,42724017,Jay Weston Productions,130
Adventure,6.9,Mark H. Baker,Joey Cramer,9000000,18564613,Walt Disney Pictures,90
Action,5.8,Paula Gosling,Sylvester Stallone,25000000,49042224,Warner Bros.,87
Comedy,6.4,Jerry Leichtling,Kathleen Turner,18000000,41488348,TriStar Pictures,103
Adventure,7.4,Robert Bolt,Robert De Niro,24500000,17502499,Warner Bros.,125
Comedy,6.5,Steve Martin,Steve Martin,25000000,39246734,L.A. Films,104
Action,5.5,Stephen King,Emilio Estevez,10000000,7433663,De Laurentiis Entertainment Group (DEG),98
Comedy,6.9,David Seltzer,Corey Haim,6000000,8200000,Lawrence Gordon Productions,100
Horror,6.0,Tom McLoughlin,Thom Mathews,3000000,19472057,Paramount Pictures,86
Comedy,6.4,David Giler,Tom Hanks,10000000,54999651,Amblin Entertainment,91
Comedy,6.6,Rodney Dangerfield,Rodney Dangerfield,11000000,91258000,Orion Pictures,96
Comedy,6.2,David Mamet,Rob Lowe,8500000,38702310,TriStar Pictures,113
Comedy,6.1,Domonic Muir,Dee Wallace,2000000,13167232,New Line Cinema,86
Comedy,5.6,L.M. Kit Carson,Dennis Hopper,4700000,8025872,Cannon Films,101
Horror,6.7,H.P. Lovecraft,Jeffrey Combs,4500000,1261000,Empire Pictures,85
Biography,7.0,Alex Cox,Gary Oldman,4000000,2850707,Initial Pictures,112
Biography,7.0,Richard Fire,Michael Rooker,111000,609939,Maljack Productions,83
Comedy,6.8,Fred Dekker,Jason Lively,5000000,591366,TriStar Pictures,88
Action,7.2,Eric Red,Rutger Hauer,6000000,5844868,HBO Pictures,97
Adventure,5.7,Clifford Green,Kate Capshaw,18000000,9697739,ABC Motion Pictures,107
Action,5.6,Luciano Vincenzoni,Arnold Schwarzenegger,8500000,16209459,De Laurentiis Entertainment Group (DEG),106
Comedy,7.9,Woody Allen,Mia Farrow,6400000,40084041,Orion Pictures,107
Animation,7.2,Peter Young,Vincent Price,14000000,38625550,Walt Disney Pictures,74
Comedy,6.9,Dale Launer,Bette Midler,13000000,71624879,Touchstone Pictures,93
Animation,7.3,Ron Friedman,Orson Welles,6000000,5860601,Sunbow Productions,84
Comedy,4.5,John Carl Buechler,Michael Moriarty,1100000,5450815,Empire Pictures,82
Crime,7.0,Elliott Lewitt,Sean Penn,6500000,2347000,Hemdale,111
Comedy,6.9,E. Max Frye,Jeff Daniels,7000000,8362969,Religioso Primitiva,114
Comedy,6.1,Nora Ephron,Meryl Streep,20000000,25314189,Paramount Pictures,108
Adventure,5.4,Jean M. Auel,Daryl Hannah,15000000,1953732,Warner Bros.,98
Comedy,6.8,Spike Lee,Tracy Camilla Johns,175000,7137502,40 Acres & A Mule Filmworks,84
Action,5.8,Lawrence Block,Jeff Bridges,18000000,1305114,Producers Sales Organization (PSO),115
Comedy,7.7,Jim Jarmusch,Tom Waits,1100000,1504286,Island Pictures,107
Horror,5.7,Mark Victor,JoBeth Williams,19000000,40996665,Freddie Fields Productions,91
Action,4.6,H. Rider Haggard,Richard Chamberlain,13000000,3751699,Golan-Globus Productions,99
Drama,7.2,Mark Medoff,William Hurt,10500000,31853080,Paramount Pictures,119
Horror,5.6,Richard Blake,Karen Black,12000000,4884663,Cannon Pictures,100
Comedy,6.2,René Fauchois,Nick Nolte,14000000,62134225,Touchstone Pictures,103
Horror,6.2,Danilo Bach,Deborah Foreman,5000000,12947763,Paramount Pictures,89
Comedy,6.5,Daniel Petrie Jr.,Dennis Quaid,8500000,17685307,Kings Road Entertainment,102
Action,6.1,John Brownjohn,Walter Matthau,40000000,1641825,Carthago Films S.a.r.l.,121
Crime,5.7,James Carabatsos,Richard Gere,14000000,12303904,TriStar Pictures,106
Biography,7.1,Chris Bryant,Helena Bonham Carter,8500000,277646,Capital Equipment Leasing,136
Comedy,5.1,Harry Shearer,Robin Williams,15000000,12308521,Warner Bros.,96
Action,5.7,Brian Grazer,John Candy,12000000,15945534,Columbia Pictures,88
Action,6.7,Robert T. Megginson,Bryan Brown,10000000,20603715,Orion Pictures,109
Action,3.9,Ronald Shusett,Brian Kerwin,10000000,4711220,Toho Company,105
Comedy,5.7,George Gallo,Danny DeVito,13000000,8475466,Metro-Goldwyn-Mayer (MGM),100
Action,4.8,Walon Green,Richard Jordan,25000000,1579260,Brooksfilms,94
Sci-Fi,6.2,Marshall Brickman,John Lithgow,18000000,3900000,Gladden Entertainment,117
Comedy,6.3,Edwin Blum,Michael Keaton,18000000,36611610,Paramount Pictures,111
Action,6.0,Gail Morgan Hickman,Charles Bronson,6000000,9947631,Cannon Group,100
Action,6.2,Leo Garen,Stephen Lang,8700000,4865912,Delphi V Productions,109
Comedy,5.9,Donald P. Borchers,Chris Makepeace,3300000,4941117,New World Pictures,93
Comedy,5.7,Gene Wilder,Gene Wilder,13000000,8033397,Orion Pictures,82
Comedy,6.2,James Orr,Burt Lancaster,10000000,21458229,Touchstone Pictures,104
Comedy,6.0,Ron Shelton,Robin Williams,12000000,7817314,Cinema Group Ventures,104
Action,5.1,Robert Gosnell,Chuck Norris,8000000,11949484,Cannon Group,105
Horror,5.7,Kevin Tenney,Todd Allen,2000000,7369373,Paragon Arts International,98
Comedy,6.0,Ivan Reitman,Robert Redford,40000000,93151591,Universal Pictures,116
Biography,6.4,Rocco Urbisci,Richard Pryor,14000000,18034150,Columbia Pictures,97
Crime,6.0,James Cresson,Jane Fonda,15000000,25147055,American Filmworks,103
Comedy,6.4,Beth Henley,Diane Keaton,20000000,22905522,De Laurentiis Entertainment Group (DEG),105
Action,5.8,James Booth,Michael Dudikoff,4000000,4679650,The Cannon Group,104
Action,5.6,William Goldman,Burt Reynolds,17000000,2793214,Escalante Productions,101
Adventure,3.2,John Kohn,Sean Penn,17000000,2315683,HandMade Films,97
Drama,5.7,David Himmelstein,Richard Gere,16000000,3800000,Lorimar Productions,111
Comedy,6.8,Neil Simon,Blythe Danner,18000000,11957943,Rastar Pictures,108
Drama,5.9,Naomi Foner,Sissy Spacek,10000000,4743287,Rastar Films,88
Adventure,5.6,John Briley,Bryan Brown,25000000,4007250,De Laurentiis Entertainment Group (DEG),127
Action,4.4,Ross Macdonald,Judd Nelson,10000000,6947787,Paramount Pictures,83
Action,4.6,Thom Keyes,Scott McGinnis,18000000,2295500,J&M Entertainment,105
Action,4.1,Renny Harlin,Mike Norris,3401376,3388020,Cinema Group Ventures,95
Drama,5.8,Richard Wesley,Victor Love,2000000,1301121,American Playhouse,111
Adventure,8.1,William Goldman,Cary Elwes,16000000,30902642,Act III Communications,98
Drama,8.3,Stanley Kubrick,Matthew Modine,30000000,46357676,Natant,116
Action,7.8,Jim Thomas,Arnold Schwarzenegger,15000000,98268458,Twentieth Century Fox,107
Action,7.5,Edward Neumeier,Peter Weller,13000000,53424681,Orion Pictures,102
Drama,7.0,Eleanor Bergstein,Patrick Swayze,6000000,214577242,Great American Films Limited Partnership,100
Adventure,6.9,David Simkins,Elisabeth Shue,7000000,34368475,Touchstone Pictures,102
Crime,7.9,David Mamet,Kevin Costner,25000000,76270454,Paramount Pictures,119
Adventure,7.1,Mel Brooks,Mel Brooks,22700000,38119483,Brooksfilms,96
Comedy,7.3,Ethan Coen,Nicolas Cage,6000000,29180280,Circle Films,94
Action,7.6,Shane Black,Mel Gibson,15000000,120207127,Warner Bros.,109
Action,7.0,Kathryn Bigelow,Adrian Pasdar,5000000,3369307,F/M,94
Comedy,5.9,Edward Rugoff,Andrew McCarthy,6000000,42721196,Gladden Entertainment,90
Action,5.4,David Odell,Dolph Lundgren,22000000,17336370,Golan-Globus Productions,106
Drama,6.9,James Dearden,Michael Douglas,14000000,320145693,Paramount Pictures,119
Action,7.7,Tom Stoppard,Christian Bale,35000000,22238696,Amblin Entertainment,153
Action,7.1,Kenneth Fearing,Kevin Costner,15000000,35509515,Orion Pictures,114
Comedy,6.6,John Updike,Jack Nicholson,22000000,63766510,Warner Bros.,118
Action,6.7,Stephen King,Arnold Schwarzenegger,27000000,38122105,TAFT Entertainment Pictures,101
Crime,6.4,Ronald Bass,Debra Winger,10500000,25205460,Amercent Films,102
Horror,7.3,William Hjortsberg,Mickey Rourke,17000000,17186348,Carolco International N.V.,113
Comedy,7.1,John Patrick Shanley,Cher,15000000,80642217,Metro-Goldwyn-Mayer (MGM),102
Adventure,3.0,Peter Benchley,Lorraine Gary,23000000,51881013,Universal Pictures,89
