rating,genre,score,director,star,budget,gross,company,runtime
PG-13,Comedy,6.4,Thom Eberhardt,Catherine Mary Stewart,700000,14418922,Atlantic Entertainment Group,95
PG,Adventure,6.1,Stewart Raffill,Michael Paré,21000000,8103330,New World Pictures,102
R,Comedy,3.0,John Derek,Bo Derek,7000000,8914881,City Films,105
PG,Action,5.1,Hal Needham,Burt Reynolds,20000000,28078073,Arcafin B.V.,108
R,Comedy,7.5,Jim Jarmusch,John Lurie,90000,2436000,Cinesthesia Productions,89
PG,Action,5.7,Stewart Raffill,Robert Urich,9000000,14255801,Metro-Goldwyn-Mayer (MGM),91
PG,Adventure,7.3,David Lean,Judy Davis,16000000,27201487,EMI Films,164
R,Drama,6.5,Albert Magnoli,Prince,7200000,70263155,Warner Bros.,111
R,Comedy,6.0,Tony Richardson,Rob Lowe,7500000,5142858,Filmline Productions,109
PG,Adventure,4.9,John Guillermin,Tanya Roberts,25000000,5778353,Colgems Productions Ltd.,117
R,Action,5.5,Joseph Zito,Chuck Norris,2550000,22812411,The Cannon Group,101
PG,Adventure,6.4,Hugh Hudson,Christopher Lambert,30000000,45858563,Warner Bros.,143
PG-13,Drama,6.5,Ulu Grosbard,Robert De Niro,12000000,11129057,Paramount Pictures,106
R,Drama,7.3,Alan Parker,Matthew Modine,12000000,1455045,A&M Films,120
R,Drama,6.7,Neil Jordan,Sarah Patterson,2000000,4389334,Incorporated Television Company (ITC),95
PG,Comedy,6.7,Richard Benjamin,Sean Penn,6500000,6045647,Jaffe-Lansing,108
R,Horror,5.9,Charles E. Sellier Jr.,Lilyan Chauvin,1065000,2491460,TriStar Pictures,79
R,Action,6.7,Stuart Rosenberg,Eric Roberts,8000000,6836201,United Artists,121
PG,Comedy,3.9,Bob Clark,Sylvester Stallone,28000000,21435321,Twentieth Century Fox,111
PG,Drama,5.9,Jonathan Demme,Goldie Hawn,15000000,6650206,Warner Bros.,100
PG,Drama,6.5,Stan Lathan,Rae Dawn Chong,9500000,16595791,Orion Pictures,105
PG-13,Drama,6.6,John Byrum,Bill Murray,13000000,6551987,Columbia Pictures,128
R,Comedy,6.5,Paul Mazursky,Robin Williams,13000000,25068724,Bavaria Film,115
R,Action,6.0,J. Lee Thompson,Charles Bronson,4600000,13102025,Capricorn,90
R,Drama,6.2,Michael Apted,Teri Garr,8000000,6250994,Paramount Pictures,103
R,Comedy,6.1,Arthur Hiller,Nick Nolte,9000000,27774237,United Artists,107
PG-13,Drama,6.3,Mark Rydell,Mel Gibson,18000000,11489982,Universal Pictures,124
PG,Crime,7.2,Norman Jewison,Howard E. Rollins Jr.,6000000,21821347,Columbia Pictures,101
PG,Comedy,5.8,Charles Shyer,Ryan O'Neal,6000000,12414210,Hemdale,113
PG,Action,5.5,Richard Benjamin,Clint Eastwood,25000000,38348988,Warner Bros.,93
R,Action,6.4,William Tannen,Kris Kristofferson,10000000,3854833,HBO Pictures,93
R,Comedy,6.4,Paul Bartel,Tab Hunter,3000000,727639,Fox Run Productions Inc.,84
Not Rated,Crime,5.8,Douglas Day Stewart,Steven Bauer,9000000,10435015,Don Simpson/Jerry Bruckheimer Films,100
R,Comedy,6.8,John Sayles,Joe Morton,350000,3677209,Anarchist's Convention Films,108
PG,Comedy,7.4,Woody Allen,Woody Allen,8000000,10600497,Orion Pictures,84
R,Comedy,3.8,Willard Huyck,Dudley Moore,18000000,19265302,Cinema Group Ventures,94
PG-13,Comedy,6.0,Blake Edwards,Dudley Moore,15100000,26080861,BBE,118
PG,Comedy,5.5,Herbert Ross,Goldie Hawn,12000000,26186631,Hawn / Sylbert Movie Company,96
R,Comedy,6.8,Alan Rudolph,Geneviève Bujold,700000,2490233,Tartan Productions,106
PG,Comedy,6.0,Howard Zieff,Dudley Moore,12000000,19928200,Twentieth Century Fox,96
R,Horror,5.9,Graham Baker,Tim Matheson,10000000,2773433,ABC Motion Pictures,91
PG-13,Drama,6.1,Gillian Armstrong,Diane Keaton,11000000,4385312,Edgar J. Scherick Associates,110
PG,Drama,5.2,Peter Webb,Paul McCartney,9000000,1393501,MPL Communications,108
R,Comedy,5.4,Richard Lester,Michael O'Keefe,7000000,1467396,CBS Theatrical Films,96
PG,Adventure,5.2,Louis Malle,Donald Sutherland,12000000,129268,Universal Pictures,91
R,Drama,5.8,James Bridges,Debra Winger,6300000,1059966,Skyewiay,109
R,Comedy,5.1,Adam Brooks,Brooke Adams,1000000,95000,Almost You,96
PG-13,Comedy,6.6,John Hughes,Anthony Michael Hall,7500000,38934048,Universal Pictures,94
PG,Adventure,7.8,Richard Donner,Sean Astin,19000000,63980721,Warner Bros.,114
PG,Adventure,8.5,Robert Zemeckis,Michael J. Fox,19000000,381906762,Universal Pictures,116
R,Action,7.3,William Friedkin,William Petersen,6000000,17307019,SLM Production Group,116
PG,Comedy,7.3,Jonathan Lynn,Eileen Brennan,15000000,14643997,Paramount Pictures,94
R,Comedy,7.8,John Hughes,Emilio Estevez,1000000,51525171,Universal Pictures,97
PG-13,Comedy,6.7,Ron Howard,Don Ameche,17500000,85313124,Twentieth Century Fox,117
R,Action,6.5,George P. Cosmatos,Sylvester Stallone,44000000,300400432,Estudios Churubusco Azteca S.A.,96
PG-13,Biography,7.2,Peter Bogdanovich,Cher,8000000,48230162,Universal Pictures,120
PG,Adventure,6.4,Ridley Scott,Tom Cruise,24500000,15502112,Legend Production Company,94
R,Comedy,7.3,Dan O'Bannon,Clu Gulager,4000000,14237880,Cinema '84,91
R,Drama,6.4,Joel Schumacher,Demi Moore,10000000,37803872,Columbia Pictures,110
R,Drama,7.9,Terry Gilliam,Jonathan Pryce,15000000,9949953,Embassy International Pictures,132
R,Drama,7.3,Clint Eastwood,Clint Eastwood,6900000,41410568,The Malpaso Company,115
PG,Comedy,7.0,Martha Coolidge,Val Kilmer,8000000,12952019,Delphi III Productions,108
R,Action,6.7,Mark L. Lester,Arnold Schwarzenegger,10000000,57491000,SLM Production Group,90
R,Crime,7.4,Peter Weir,Harrison Ford,12000000,68706993,Paramount Pictures,112
PG-13,Drama,7.8,Steven Spielberg,Danny Glover,15000000,98467863,Amblin Entertainment,154
PG-13,Action,7.2,Lawrence Kasdan,Kevin Kline,26000000,32192570,Columbia Pictures,133
PG,Drama,6.9,Sylvester Stallone,Sylvester Stallone,30000000,300473716,United Artists,91
R,Action,8.2,Akira Kurosawa,Tatsuya Nakadai,11500000,4164283,Greenwich Film Productions,162
PG-13,Adventure,7.0,Richard Donner,Matthew Broderick,20000000,18432000,Twentieth Century Fox,121
Not Rated,Drama,7.3,James Ivory,Maggie Smith,3000000,21041453,Goldcrest Films International,117
PG-13,Action,5.1,Richard Fleischer,Arnold Schwarzenegger,17900000,6951415,Dino De Laurentiis Company,89
R,Fantasy,7.1,Tom Holland,Chris Sarandon,9000000,24922237,Columbia Pictures,106
PG,Adventure,6.5,Joe Dante,Ethan Hawke,25000000,9873044,Paramount Pictures,109
PG-13,Action,6.3,George Miller,Mel Gibson,10000000,36230219,Kennedy Miller Productions,107
R,Comedy,7.7,Martin Scorsese,Griffin Dunne,4500000,10609321,The Geffen Company,97
PG,Action,6.3,John Glen,Roger Moore,30000000,50327960,Eon Productions,131
PG,Comedy,6.9,Michael Ritchie,Chevy Chase,8000000,59612888,Universal Pictures,98
R,Drama,4.5,James Bridges,John Travolta,19000000,12918858,Columbia Pictures,115
R,Horror,5.5,Jack Sholder,Robert Englund,3000000,29999213,New Line Cinema,87
R,Action,6.2,Tobe Hooper,Steve Railsback,25000000,11603545,Golan-Globus Productions,101
PG,Adventure,7.0,Tim Burton,Paul Reubens,6000000,40940662,Warner Bros.,91
PG,Biography,7.2,Sydney Pollack,Meryl Streep,31000000,227514205,Mirage Enterprises,161
Not Rated,Horror,7.1,George A. Romero,Lori Cardille,3500000,5000000,United Film Distribution Company (UFDC),101
PG-13,Adventure,6.2,Amy Heckerling,Chevy Chase,17000000,49364621,National Lampoon,95
PG,Adventure,6.4,John Landis,Chevy Chase,22000000,60088980,Warner Bros.,102
R,Comedy,6.2,Steve Miner,William Katt,3000000,19444631,New World Pictures,93
PG-13,Comedy,5.8,Jerry Paris,Steve Guttenberg,7600000,55600000,Warner Bros.,87
PG,Animation,6.4,Ted Berman,Grant Bardsley,44000000,21288692,Walt Disney Pictures,80
R,Horror,4.8,Danny Steinmann,Melanie Kinnaman,2200000,21930418,Georgetown Productions Inc.,92
R,Action,7.2,Andrey Konchalovskiy,Jon Voight,9000000,7683620,Golan-Globus Productions,111
Unrated,Comedy,7.2,Stuart Gordon,Jeffrey Combs,900000,2023414,Empire Pictures,104
PG,Comedy,6.5,Walter Hill,Richard Pryor,20000000,45833132,Universal Pictures,102
PG-13,Action,6.9,Michael Schultz,Taimak,10000000,25754284,Delphi III Productions,109
PG-13,Comedy,6.0,Susan Seidelman,Rosanna Arquette,4500000,27398584,Orion Pictures,104
R,Drama,6.5,Richard Marquand,Jeff Bridges,15000000,40491165,Columbia Pictures,108
PG-13,Action,6.9,Wolfgang Petersen,Dennis Quaid,40000000,12303411,Twentieth Century Fox,108
PG,Action,6.1,Lewis Teague,Michael Douglas,25000000,96773200,SLM Production Group,106
PG-13,Comedy,5.5,Howard Storm,Lauren Hutton,3200000,10000000,Night Life Inc.,94
R,Action,6.5,John Landis,Jeff Goldblum,8000000,7562164,Universal Pictures,115
PG-13,Comedy,7.0,Rob Reiner,John Cusack,4500000,18135531,Embassy Pictures,95
PG-13,Drama,6.7,Taylor Hackford,Mikhail Baryshnikov,20000000,42160849,Columbia Pictures,136
R,Horror,6.4,Daniel Attias,Gary Busey,7000000,12361866,Dino De Laurentiis Company,95
PG-13,Adventure,6.8,Barry Levinson,Nicholas Rowe,18000000,19739575,Amblin Entertainment,109
PG-13,Drama,6.5,Joyce Chopra,Treat Williams,2400000,16785,American Playhouse,92
R,Comedy,4.8,James Komack,Dan Monahan,9000000,20518905,Melvin Simon Productions,92
R,Action,6.9,Michael Cimino,Mickey Rourke,24000000,18707466,Dino De Laurentiis Company,134
R,Drama,6.8,Geoff Murphy,Bruno Lawrence,1000000,2123135,Cinepro,91
R,Biography,8.0,Paul Schrader,Ken Ogata,5000000,569996,Zoetrope Studios,120
PG-13,Drama,6.2,Richard Attenborough,Michael Douglas,27000000,14202899,Embassy Pictures,113
PG-13,Comedy,6.3,Lewis Teague,Drew Barrymore,7000000,13086298,Dino De Laurentiis Company,94
PG-13,Comedy,7.0,Martin Ritt,Sally Field,13000000,30867525,Columbia Pictures,107
PG,Comedy,6.7,Kevin Reynolds,Kevin Costner,7000000,91666,Warner Bros.,91
R,Action,5.9,Michael Winner,Charles Bronson,9000000,16116878,The Cannon Group,92
PG-13,Action,5.2,J. Lee Thompson,Richard Chamberlain,12500000,15057465,The Cannon Group,100
R,Action,5.5,Sam Firstenberg,Michael Dudikoff,1000000,10499694,The Cannon Group,95
R,Biography,6.8,John Schlesinger,Timothy Hutton,12000000,17130087,Hemdale,131
PG,Comedy,5.0,Rudy De Luca,Jeff Goldblum,3000000,7196872,Balcor Film Investors,93
R,Drama,7.0,Donna Deitch,Helen Shaver,1250000,2492088,Desert Hearts Productions,91
PG,Comedy,7.7,Woody Allen,Mia Farrow,15000000,10631333,Jack Rollins & Charles H. Joffe Productions,82
PG,Comedy,5.7,Stan Dragoti,Tom Hanks,16000000,8645411,Twentieth Century Fox,92
R,Action,5.5,Joseph Zito,Chuck Norris,10000000,17536256,Cannon Films,107
PG,Adventure,5.3,Hugh Hudson,Al Pacino,28000000,358574,Goldcrest Films International,126
R,Action,6.1,Andrew Davis,Chuck Norris,7000000,20345361,Orion Pictures,101
PG-13,Comedy,5.7,Sam Raimi,Louise Lasser,3000000,5101,Columbia Pictures,83
PG,Adventure,6.3,Jeannot Szwarc,Dudley Moore,50000000,23717291,GGG,107
PG-13,Drama,6.6,Norman Jewison,Jane Fonda,10000000,25627836,Columbia Pictures,98
R,Action,5.7,Burt Reynolds,Burt Reynolds,22000000,8489518,Universal Pictures,109
PG-13,Fantasy,5.3,Franc Roddam,Sting,13000000,3558669,Colgems Productions Ltd.,118
PG,Action,6.2,Directors,Raymond Burr,2000000,4116395,Toho Company,87
R,Drama,6.0,Fred Schepisi,Meryl Streep,10000000,6148000,Pressman Productions,121
PG-13,Adventure,5.3,Bruce Beresford,Richard Gere,22000000,5111099,Barclays Mercantile Industrial Finance,114
R,Action,5.3,Lance Hool,Chuck Norris,2410000,10755447,The Cannon Group,100
R,Action,5.7,James Glickenhaus,Jackie Chan,5000000,981817,Eurasia Investments,91
R,Crime,6.1,Phillip Borsos,Kurt Russell,7000000,4349446,David Foster Productions,103
R,Comedy,6.5,Michael Schultz,Sheila E.,3000000,11052713,Crystalite Productions,97
G,Animation,7.3,Directors,John Erwin,2000000,7660857,Filmation Associates,100
PG,Animation,6.5,Steven Hahn,Joe Colligan,15000000,3360800,Young Sung Production Co.,100
G,Animation,5.7,Arna Selznick,Georgia Engel,2000000,22934622,Nelvana,77
R,Drama,6.5,Bud Yorkin,Gene Hackman,8000000,8402424,Bud Yorkin Productions,111
R,Comedy,5.4,Robert Altman,Daniel Jenkins,7000000,29815,Metro-Goldwyn-Mayer (MGM),109
R,Drama,4.1,Richard Brooks,Ryan O'Neal,7000000,618847,Metro-Goldwyn-Mayer (MGM),96
PG,Drama,4.1,Joel Silberg,Mario Van Peebles,2000000,2864844,Cannon Pictures,92
PG,Action,6.9,Tony Scott,Tom Cruise,15000000,357288178,Paramount Pictures,110
R,Action,8.3,James Cameron,Sigourney Weaver,18500000,131060248,Twentieth Century Fox,137
R,Adventure,8.1,Rob Reiner,Wil Wheaton,8000000,52287414,Columbia Pictures,89
PG-13,Comedy,7.8,John Hughes,Matthew Broderick,6000000,70720215,Paramount Pictures,103
PG-13,Action,6.6,Peter Faiman,Paul Hogan,8800000,328203506,Rimfire Films,97
PG,Adventure,7.4,Jim Henson,David Bowie,25000000,13915874,Henson Associates (HA),101
R,Action,7.1,Russell Mulcahy,Christopher Lambert,16000000,5900712,Thorn EMI Screen Entertainment,116
PG-13,Action,7.3,John Carpenter,Kurt Russell,25000000,11100577,Twentieth Century Fox,99
PG-13,Comedy,6.8,Howard Deutch,Molly Ringwald,9000000,40479480,Paramount Pictures,97
R,Drama,8.1,Oliver Stone,Charlie Sheen,6000000,138545632,Hemdale,120
R,Drama,7.7,David Lynch,Isabella Rossellini,6000000,8618766,De Laurentiis Entertainment Group (DEG),120
R,Crime,7.2,Michael Mann,William Petersen,15000000,8621783,De Laurentiis Entertainment Group (DEG),120
PG,Action,4.7,Willard Huyck,Lea Thompson,37000000,37962774,Universal Pictures,110
R,Drama,7.6,David Cronenberg,Jeff Goldblum,15000000,60629159,SLM Production Group,96
PG-13,Comedy,7.0,Frank Oz,Rick Moranis,25000000,38983045,The Geffen Company,94
PG,Adventure,6.6,Peter Weir,Harrison Ford,25000000,14302779,The Saul Zaentz Company,117
R,Crime,7.0,Tim Hunter,Crispin Glover,1900000,4600000,Hemdale,99
R,Drama,6.0,Adrian Lyne,Mickey Rourke,17000000,6735922,Producers Sales Organization (PSO),117
PG-13,Action,6.0,Michael Ritchie,Eddie Murphy,25000000,79817937,Paramount Pictures,94
PG,Action,7.3,Leonard Nimoy,William Shatner,25000000,109713132,Paramount Pictures,119
PG,Comedy,6.7,John Badham,Ally Sheedy,15000000,40697761,TriStar Pictures,98
R,Action,5.6,Menahem Golan,Chuck Norris,12000000,17768900,Golan-Globus Productions,125
PG-13,Action,6.0,Mike Marvin,Charlie Sheen,2700000,3500000,New Century Entertainment Corporation,93
R,Drama,7.0,Martin Scorsese,Paul Newman,13800000,52293982,Touchstone Pictures,119
PG,Drama,7.5,David Anspaugh,Gene Hackman,6000000,28607524,Cinema '84,114
R,Drama,6.9,Clint Eastwood,Clint Eastwood,15000000,42724017,Jay Weston Productions,130
PG,Adventure,6.9,Randal Kleiser,Joey Cramer,9000000,18564613,Walt Disney Pictures,90
R,Action,5.8,George P. Cosmatos,Sylvester Stallone,25000000,49042224,Warner Bros.,87
PG-13,Comedy,6.4,Francis Ford Coppola,Kathleen Turner,18000000,41488348,TriStar Pictures,103
PG,Adventure,7.4,Roland Joffé,Robert De Niro,24500000,17502499,Warner Bros.,125
PG,Comedy,6.5,John Landis,Steve Martin,25000000,39246734,L.A. Films,104
R,Action,5.5,Stephen King,Emilio Estevez,10000000,7433663,De Laurentiis Entertainment Group (DEG),98
PG-13,Comedy,6.9,David Seltzer,Corey Haim,6000000,8200000,Lawrence Gordon Productions,100
R,Horror,6.0,Tom McLoughlin,Thom Mathews,3000000,19472057,Paramount Pictures,86
PG,Comedy,6.4,Richard Benjamin,Tom Hanks,10000000,54999651,Amblin Entertainment,91
PG-13,Comedy,6.6,Alan Metter,Rodney Dangerfield,11000000,91258000,Orion Pictures,96
R,Comedy,6.2,Edward Zwick,Rob Lowe,8500000,38702310,TriStar Pictures,113
PG-13,Comedy,6.1,Stephen Herek,Dee Wallace,2000000,13167232,New Line Cinema,86
Unrated,Comedy,5.6,Tobe Hooper,Dennis Hopper,4700000,8025872,Cannon Films,101
R,Horror,6.7,Stuart Gordon,Jeffrey Combs,4500000,1261000,Empire Pictures,85
R,Biography,7.0,Alex Cox,Gary Oldman,4000000,2850707,Initial Pictures,112
Unrated,Biography,7.0,John McNaughton,Michael Rooker,111000,609939,Maljack Productions,83
R,Comedy,6.8,Fred Dekker,Jason Lively,5000000,591366,TriStar Pictures,88
R,Action,7.2,Robert Harmon,Rutger Hauer,6000000,5844868,HBO Pictures,97
PG,Adventure,5.7,Harry Winer,Kate Capshaw,18000000,9697739,ABC Motion Pictures,107
R,Action,5.6,John Irvin,Arnold Schwarzenegger,8500000,16209459,De Laurentiis Entertainment Group (DEG),106
PG-13,Comedy,7.9,Woody Allen,Mia Farrow,6400000,40084041,Orion Pictures,107
G,Animation,7.2,Directors,Vincent Price,14000000,38625550,Walt Disney Pictures,74
R,Comedy,6.9,Jim Abrahams,Bette Midler,13000000,71624879,Touchstone Pictures,93
PG,Animation,7.3,Nelson Shin,Orson Welles,6000000,5860601,Sunbow Productions,84
PG-13,Comedy,4.5,John Carl Buechler,Michael Moriarty,1100000,5450815,Empire Pictures,82
R,Crime,7.0,James Foley,Sean Penn,6500000,2347000,Hemdale,111
R,Comedy,6.9,Jonathan Demme,Jeff Daniels,7000000,8362969,Religioso Primitiva,114
R,Comedy,6.1,Mike Nichols,Meryl Streep,20000000,25314189,Paramount Pictures,108
R,Adventure,5.4,Michael Chapman,Daryl Hannah,15000000,1953732,Warner Bros.,98
R,Comedy,6.8,Spike Lee,Tracy Camilla Johns,175000,7137502,40 Acres & A Mule Filmworks,84
R,Action,5.8,Hal Ashby,Jeff Bridges,18000000,1305114,Producers Sales Organization (PSO),115
R,Comedy,7.7,Jim Jarmusch,Tom Waits,1100000,1504286,Island Pictures,107
PG-13,Horror,5.7,Brian Gibson,JoBeth Williams,19000000,40996665,Freddie Fields Productions,91
PG,Action,4.6,Gary Nelson,Richard Chamberlain,13000000,3751699,Golan-Globus Productions,99
R,Drama,7.2,Randa Haines,William Hurt,10500000,31853080,Paramount Pictures,119
PG,Horror,5.6,Tobe Hooper,Karen Black,12000000,4884663,Cannon Pictures,100
R,Comedy,6.2,Paul Mazursky,Nick Nolte,14000000,62134225,Touchstone Pictures,103
R,Horror,6.2,Fred Walton,Deborah Foreman,5000000,12947763,Paramount Pictures,89
R,Comedy,6.5,Jim McBride,Dennis Quaid,8500000,17685307,Kings Road Entertainment,102
PG-13,Action,6.1,Roman Polanski,Walter Matthau,40000000,1641825,Carthago Films S.a.r.l.,121
R,Crime,5.7,Richard Pearce,Richard Gere,14000000,12303904,TriStar Pictures,106
PG-13,Biography,7.1,Trevor Nunn,Helena Bonham Carter,8500000,277646,Capital Equipment Leasing,136
PG-13,Comedy,5.1,Harold Ramis,Robin Williams,15000000,12308521,Warner Bros.,96
PG-13,Action,5.7,Mark L. Lester,John Candy,12000000,15945534,Columbia Pictures,88
R,Action,6.7,Robert Mandel,Bryan Brown,10000000,20603715,Orion Pictures,109
PG-13,Action,3.9,John Guillermin,Brian Kerwin,10000000,4711220,Toho Company,105
R,Comedy,5.7,Brian De Palma,Danny DeVito,13000000,8475466,Metro-Goldwyn-Mayer (MGM),100
PG-13,Action,4.8,Alan Johnson,Richard Jordan,25000000,1579260,Brooksfilms,94
PG-13,Sci-Fi,6.2,Marshall Brickman,John Lithgow,18000000,3900000,Gladden Entertainment,117
PG-13,Comedy,6.3,Ron Howard,Michael Keaton,18000000,36611610,Paramount Pictures,111
R,Action,6.0,J. Lee Thompson,Charles Bronson,6000000,9947631,Cannon Group,100
R,Action,6.2,Paul Michael Glaser,Stephen Lang,8700000,4865912,Delphi V Productions,109
R,Comedy,5.9,Richard Wenk,Chris Makepeace,3300000,4941117,New World Pictures,93
PG,Comedy,5.7,Gene Wilder,Gene Wilder,13000000,8033397,Orion Pictures,82
PG,Comedy,6.2,Jeff Kanew,Burt Lancaster,10000000,21458229,Touchstone Pictures,104
PG-13,Comedy,6.0,Roger Spottiswoode,Robin Williams,12000000,7817314,Cinema Group Ventures,104
PG,Action,5.1,J. Lee Thompson,Chuck Norris,8000000,11949484,Cannon Group,105
R,Horror,5.7,Kevin Tenney,Todd Allen,2000000,7369373,Paragon Arts International,98
PG,Comedy,6.0,Ivan Reitman,Robert Redford,40000000,93151591,Universal Pictures,116
R,Biography,6.4,Richard Pryor,Richard Pryor,14000000,18034150,Columbia Pictures,97
R,Crime,6.0,Sidney Lumet,Jane Fonda,15000000,25147055,American Filmworks,103
PG-13,Comedy,6.4,Bruce Beresford,Diane Keaton,20000000,22905522,De Laurentiis Entertainment Group (DEG),105
R,Action,5.8,Sam Firstenberg,Michael Dudikoff,4000000,4679650,The Cannon Group,104
R,Action,5.6,Dick Richards,Burt Reynolds,17000000,2793214,Escalante Productions,101
PG-13,Adventure,3.2,Jim Goddard,Sean Penn,17000000,2315683,HandMade Films,97
R,Drama,5.7,Sidney Lumet,Richard Gere,16000000,3800000,Lorimar Productions,111
PG-13,Comedy,6.8,Gene Saks,Blythe Danner,18000000,11957943,Rastar Pictures,108
PG-13,Drama,5.9,Jack Fisk,Sissy Spacek,10000000,4743287,Rastar Films,88
R,Adventure,5.6,Daryl Duke,Bryan Brown,25000000,4007250,De Laurentiis Entertainment Group (DEG),127
R,Action,4.4,Michelle Manning,Judd Nelson,10000000,6947787,Paramount Pictures,83
PG,Action,4.6,Zoran Perisic,Scott McGinnis,18000000,2295500,J&M Entertainment,105
R,Action,4.1,Renny Harlin,Mike Norris,3401376,3388020,Cinema Group Ventures,95
PG,Drama,5.8,Jerrold Freedman,Victor Love,2000000,1301121,American Playhouse,111
PG,Adventure,8.1,Rob Reiner,Cary Elwes,16000000,30902642,Act III Communications,98
R,Drama,8.3,Stanley Kubrick,Matthew Modine,30000000,46357676,Natant,116
R,Action,7.8,John McTiernan,Arnold Schwarzenegger,15000000,98268458,Twentieth Century Fox,107
R,Action,7.5,Paul Verhoeven,Peter Weller,13000000,53424681,Orion Pictures,102
